city,date,mean
Łódź,2000-01-01,NaN
Łódź,2000-01-02,NaN
Łódź,2000-01-03,55
Łódź,2000-01-04,44
Łódź,2000-01-05,42
Łódź,2000-01-06,47
Łódź,2000-01-07,92
Łódź,2000-01-08,71
Łódź,2000-01-09,NaN
Łódź,2000-01-10,56
Łódź,2000-01-11,78
Łódź,2000-01-12,110
Łódź,2000-01-13,96
Łódź,2000-01-14,77
Łódź,2000-01-15,74
Łódź,2000-01-16,NaN
Łódź,2000-01-17,27
Łódź,2000-01-18,21
Łódź,2000-01-19,25
Łódź,2000-01-20,20
Łódź,2000-01-21,27
Łódź,2000-01-22,63
Łódź,2000-01-23,NaN
Łódź,2000-01-24,75
Łódź,2000-01-25,51
Łódź,2000-01-26,NaN
Łódź,2000-01-27,47
Łódź,2000-01-28,47
Łódź,2000-01-29,26
Łódź,2000-01-30,NaN
Łódź,2000-01-31,29
Łódź,2000-02-01,36
Łódź,2000-02-02,32
Łódź,2000-02-03,25
Łódź,2000-02-04,29
Łódź,2000-02-05,48
Łódź,2000-02-06,NaN
Łódź,2000-02-07,44
Łódź,2000-02-08,29
Łódź,2000-02-09,29
Łódź,2000-02-10,47
Łódź,2000-02-11,53
Łódź,2000-02-12,47
Łódź,2000-02-13,NaN
Łódź,2000-02-14,39
Łódź,2000-02-15,48
Łódź,2000-02-16,39
Łódź,2000-02-17,45
Łódź,2000-02-18,75
Łódź,2000-02-19,56
Łódź,2000-02-20,NaN
Łódź,2000-02-21,61
Łódź,2000-02-22,78
Łódź,2000-02-23,133
Łódź,2000-02-24,60
Łódź,2000-02-25,38
Łódź,2000-02-26,44
Łódź,2000-02-27,NaN
Łódź,2000-02-28,50
Łódź,2000-02-29,67
Łódź,2000-03-01,35
Łódź,2000-03-02,37
Łódź,2000-03-03,26
Łódź,2000-03-04,21
Łódź,2000-03-05,NaN
Łódź,2000-03-06,33
Łódź,2000-03-07,24
Łódź,2000-03-08,24
Łódź,2000-03-09,18
Łódź,2000-03-10,37
Łódź,2000-03-11,38
Łódź,2000-03-12,NaN
Łódź,2000-03-13,55
Łódź,2000-03-14,38
Łódź,2000-03-15,23
Łódź,2000-03-16,35
Łódź,2000-03-17,19
Łódź,2000-03-18,41
Łódź,2000-03-19,NaN
Łódź,2000-03-20,43
Łódź,2000-03-21,48
Łódź,2000-03-22,77
Łódź,2000-03-23,57
Łódź,2000-03-24,38
Łódź,2000-03-25,67
Łódź,2000-03-26,NaN
Łódź,2000-03-27,59
Łódź,2000-03-28,70
Łódź,2000-03-29,48
Łódź,2000-03-30,45
Łódź,2000-03-31,38
Łódź,2000-04-01,67
Łódź,2000-04-02,NaN
Łódź,2000-04-03,35
Łódź,2000-04-04,80
Łódź,2000-04-05,51
Łódź,2000-04-06,49
Łódź,2000-04-07,37
Łódź,2000-04-08,46
Łódź,2000-04-09,NaN
Łódź,2000-04-10,40
Łódź,2000-04-11,51
Łódź,2000-04-12,26
Łódź,2000-04-13,34
Łódź,2000-04-14,28
Łódź,2000-04-15,48
Łódź,2000-04-16,NaN
Łódź,2000-04-17,86
Łódź,2000-04-18,63
Łódź,2000-04-19,82
Łódź,2000-04-20,78
Łódź,2000-04-21,110
Łódź,2000-04-22,57
Łódź,2000-04-23,NaN
Łódź,2000-04-24,NaN
Łódź,2000-04-25,46
Łódź,2000-04-26,69
Łódź,2000-04-27,33
Łódź,2000-04-28,39
Łódź,2000-04-29,37
Łódź,2000-04-30,NaN
Łódź,2000-05-01,NaN
Łódź,2000-05-02,30
Łódź,2000-05-03,30
Łódź,2000-05-04,81
Łódź,2000-05-05,49
Łódź,2000-05-06,32
Łódź,2000-05-07,NaN
Łódź,2000-05-08,40
Łódź,2000-05-09,53
Łódź,2000-05-10,61
Łódź,2000-05-11,43
Łódź,2000-05-12,26
Łódź,2000-05-13,29
Łódź,2000-05-14,NaN
Łódź,2000-05-15,67
Łódź,2000-05-16,52
Łódź,2000-05-17,64
Łódź,2000-05-18,38
Łódź,2000-05-19,40
Łódź,2000-05-20,NaN
Łódź,2000-05-21,NaN
Łódź,2000-05-22,31
Łódź,2000-05-23,30
Łódź,2000-05-24,42
Łódź,2000-05-25,37
Łódź,2000-05-26,37
Łódź,2000-05-27,41
Łódź,2000-05-28,NaN
Łódź,2000-05-29,18
Łódź,2000-05-30,22
