"x","y","color"
1.51816278591286,1.17859176001512,"6"
1.78224383166525,1.12350963512436,"7"
1.45215620717499,1.32820533602498,"6"
1.73289497045334,1.20900809103623,"7"
1.31398207100573,1.26523297689855,"6"
1.51088335562963,1.43702388731763,"7"
1.41553401935379,1.21927161808126,"6"
1.65380011487286,1.07517174552195,"7"
1.54543364176061,1.05427423738875,"6"
1.26622842776123,1.17022919831797,"7"
1.55960943026002,1.42526620593853,"6"
1.57932844536844,1.35114626600407,"7"
1.35080902290064,1.12396214078181,"6"
1.76866583956871,1.15428525106981,"7"
1.7911994716851,1.14310103831813,"6"
1.77533238811884,1.15763422790915,"7"
1.55846579361241,1.08798483842984,"6"
1.81250655825715,1.21198765179142,"7"
1.27911256428342,1.20083440341987,"6"
1.51559406088199,1.41577980099246,"7"
1.66394225333351,1.22740141665563,"6"
1.63723145902622,1.44572694450617,"7"
1.35552912403363,1.28769972980954,"6"
1.42206806654576,1.25866207447834,"7"
1.72093650104943,1.12074407204054,"6"
1.61319829395506,1.38001386276446,"7"
1.77149728115183,1.24929955662228,"6"
1.3346479939064,1.1394416435156,"7"
1.45209992851596,1.29546611746773,"6"
1.61668118543457,1.41132338196039,"7"
1.54077201674226,1.21400610418059,"6"
1.54419721348676,1.43715838752687,"7"
1.59781061147805,1.39374729259871,"6"
1.73418831650633,1.32451584273949,"7"
1.52505198761355,1.44780851076357,"6"
1.74794400099199,1.23101820391603,"7"
1.45943000132683,1.32037389851175,"6"
1.42892236832994,1.35826753210276,"7"
1.2868996936595,1.16971785915084,"6"
1.47696894558612,1.4762370115146,"7"
1.51465410098899,1.15600321968086,"6"
1.3226748475572,1.22581423064694,"7"
1.54658146586734,1.4994165211916,"6"
1.67869689210783,1.26721211979166,"7"
1.63686942390631,1.27524233390577,"6"
1.51193558529485,1.42829218311235,"7"
1.66378793457988,1.39436335503124,"6"
1.8884909475455,1.19620856284164,"7"
1.35698445385787,1.12812900813296,"6"
1.42141606693621,1.31592197893187,"7"
1.52705441054422,1.37671534637921,"6"
1.67990401305723,1.40493394006044,"7"
1.73452545295003,1.1503395376727,"6"
1.42460869357455,1.41714243162423,"7"
1.61252501152921,1.32335455170833,"6"
1.6975335875759,1.32088207560591,"7"
1.68917819892522,1.25009203529917,"6"
1.6746101056924,1.14554081405513,"7"
1.7711480098078,1.13671968565322,"6"
1.44711098039988,1.13379407827742,"7"
1.29602853872347,1.1499463789165,"6"
1.67165041773114,1.22561021791771,"7"
1.42248503153678,1.11316603971645,"6"
1.59131726075429,1.43234804542735,"7"
1.75534237956162,1.09747225968167,"6"
1.38312276278156,1.17579513825476,"7"
1.52570089406799,1.52401572712697,"6"
1.80677975702565,1.17860457152128,"7"
1.63103314314503,1.1022844155319,"6"
1.72120271075982,1.20732945171185,"7"
1.52585352247115,1.42157783419825,"6"
1.34609449550043,1.1479772479739,"7"
1.6106234419858,1.06934512420557,"6"
1.29970315878745,1.24461095584556,"7"
1.58700978627894,1.46828349810094,"6"
1.24423867568839,1.15023481836542,"7"
1.42560492979828,1.18760601677932,"6"
1.8332070269389,1.21840351182036,"7"
1.27028625959064,1.24858832862228,"6"
1.49432835530024,1.27599651659839,"7"
1.77305545692797,1.28360547441989,"6"
1.67873335129115,1.39234690195881,"7"
1.58872175437863,1.18923108573072,"6"
1.51294168096501,1.41500192917883,"7"
1.27303445327561,1.14082716349512,"6"
1.4729263029294,1.31591642638668,"7"
1.71824584633577,1.11651416509412,"6"
