"x","y","color"
0.818455420900136,0.481490524485707,"2"
1.08253646665253,0.426408399594948,"3"
0.752448842162266,0.631104100495577,"2"
1.03318760544062,0.511906855506822,"3"
0.614274705993012,0.568131741369143,"2"
0.811175990616903,0.73992265178822,"3"
0.715826654341072,0.522170382551849,"2"
0.954092749860138,0.37807050999254,"3"
0.845726276747882,0.357173001859337,"2"
0.566521062748507,0.473127962788567,"3"
0.859902065247297,0.728164970409125,"2"
0.879621080355719,0.654045030474663,"3"
0.651101657887921,0.426860905252397,"2"
1.06895847455598,0.457184015540406,"3"
1.09149210667238,0.44599980278872,"2"
1.07562502310611,0.46053299237974,"3"
0.858758428599685,0.390883602900431,"2"
1.11279919324443,0.514886416262016,"3"
0.579405199270695,0.503733167890459,"2"
0.815886695869267,0.718678565463051,"3"
0.964234888320789,0.530300181126222,"2"
0.937524094013497,0.748625708976761,"3"
0.65582175902091,0.59059849428013,"2"
0.722360701533034,0.561560838948935,"3"
1.02122913603671,0.423642836511135,"2"
0.913490928942338,0.682912627235055,"3"
1.0717899161391,0.552198321092874,"2"
0.634940628893673,0.442340407986194,"3"
0.752392563503236,0.598364881938323,"2"
0.916973820421845,0.714222146430984,"3"
0.841064651729539,0.516904868651181,"2"
0.844489848474041,0.740057151997462,"3"
0.898103246465325,0.696646057069302,"2"
1.03448095149361,0.627414607210085,"3"
0.825344622600824,0.750707275234163,"2"
1.04823663597926,0.53391696838662,"3"
0.759722636314109,0.623272662982345,"2"
0.729215003317222,0.661166296573356,"3"
0.587192328646779,0.472616623621434,"2"
0.777261580573395,0.779135775985196,"3"
0.814946735976264,0.458901984151453,"2"
0.622967482544482,0.52871299511753,"3"
0.84687410085462,0.802315285662189,"2"
0.978989527095109,0.570110884262249,"3"
0.937162058893591,0.578141098376364,"2"
0.812228220282122,0.731190947582945,"3"
0.964080569567159,0.697262119501829,"2"
1.18878358253278,0.499107327312231,"3"
0.657277088845149,0.431027772603557,"2"
0.72170870192349,0.618820743402466,"3"
0.827347045531496,0.679614110849798,"2"
0.980196648044512,0.707832704531029,"3"
1.03481808793731,0.453238302143291,"2"
0.724901328561828,0.720041196094826,"3"
0.912817646516487,0.626253316178918,"2"
0.997826222563162,0.623780840076506,"3"
0.989470833912492,0.552990799769759,"2"
0.974902740679681,0.448439578525722,"3"
1.07144064479508,0.439618450123817,"2"
0.747403615387157,0.436692842748016,"3"
0.596321173710749,0.452845143387094,"2"
0.971943052718416,0.528508982388303,"3"
0.722777666524053,0.416064804187045,"2"
0.891609895741567,0.735246809897944,"3"
1.0556350145489,0.400371024152264,"2"
0.68341539776884,0.478693902725354,"3"
0.825993529055268,0.826914491597563,"2"
1.10707239201292,0.481503335991874,"3"
0.931325778132305,0.405183180002496,"2"
1.0214953457471,0.510228216182441,"3"
0.826146157458425,0.724476598668844,"2"
0.64638713048771,0.450876012444496,"3"
0.910916076973081,0.372243888676167,"2"
0.599995793774724,0.547509720316157,"3"
0.887302421266213,0.771182262571529,"2"
0.544531310675666,0.453133582836017,"3"
0.725897564785555,0.490504781249911,"2"
1.13349966192618,0.521302276290953,"3"
0.57057889457792,0.551487093092874,"2"
0.794620990287513,0.578895281068981,"3"
1.07334809191525,0.586504238890484,"2"
0.97902598627843,0.6952456664294,"3"
0.889014389365911,0.492129850201309,"2"
0.813234315952286,0.717900693649426,"3"
0.573327088262886,0.443725927965716,"2"
0.773218937916681,0.618815190857276,"3"
1.01853848132305,0.419412929564714,"2"
0.730905170552433,0.652704489883035,"3"
0.885682211257517,0.395366621669382,"2"
0.999360229820013,0.558183313347399,"3"
1.01727776112966,0.460355404065922,"2"
1.12050246540457,0.440139675047249,"3"
0.791395235573873,0.433538998942822,"2"
0.688910908298567,0.457006879150867,"3"
0.948692384175956,0.475684502162039,"2"
0.65694127837196,0.38579148799181,"3"
0.757871977752075,0.611413866281509,"2"
0.897061832481995,0.586727886926383,"3"
0.826840421883389,0.77384041598998,"2"
0.618991477880627,0.519509944366291,"3"
0.784627869259566,0.500349347945303,"2"
0.89660473447293,0.727018626173958,"3"
0.919762848410755,0.685426096897572,"2"
1.03099135262892,0.624195399461314,"3"
