"x","y","color"
0.476939066778868,0.134389288956299,"0"
0.74102011253126,0.0793071640655398,"1"
0.410932488040999,0.284002864966169,"0"
0.691671251319349,0.164805619977415,"1"
0.272758351871744,0.221030505839735,"0"
0.469659636495635,0.392821416258812,"1"
0.374310300219804,0.175069147022441,"0"
0.61257639573887,0.030969274463132,"1"
0.504209922626615,0.0100717663299292,"0"
0.225004708627239,0.126026727259159,"1"
0.518385711126029,0.381063734879717,"0"
0.538104726234451,0.306943794945255,"1"
0.309585303766653,0.0797596697229892,"0"
0.727442120434716,0.110082780010998,"1"
0.749975752551109,0.0988985672593117,"0"
0.734108668984845,0.113431756850332,"1"
0.517242074478418,0.0437823673710227,"0"
0.77128283912316,0.167785180732608,"1"
0.237888845149428,0.156631932361051,"0"
0.474370341747999,0.371577329933643,"1"
0.622718534199521,0.183198945596814,"0"
0.596007739892229,0.401524473447353,"1"
0.314305404899642,0.243497258750722,"0"
0.380844347411767,0.214459603419527,"1"
0.679712781915441,0.0765416009817272,"0"
0.57197457482107,0.335811391705647,"1"
0.730273562017828,0.205097085563466,"0"
0.293424274772406,0.095239172456786,"1"
0.410876209381968,0.251263646408916,"0"
0.575457466300577,0.367120910901576,"1"
0.499548297608271,0.169803633121774,"0"
0.502973494352773,0.392955916468054,"1"
0.556586892344058,0.349544821539894,"0"
0.692964597372338,0.280313371680677,"1"
0.483828268479556,0.403606039704755,"0"
0.706720281857997,0.186815732857212,"1"
0.418206282192841,0.276171427452937,"0"
0.387698649195954,0.314065061043948,"1"
0.245675974525511,0.125515388092026,"0"
0.435745226452127,0.432034540455788,"1"
0.473430381854996,0.111800748622045,"0"
0.281451128423214,0.181611759588122,"1"
0.505357746733353,0.455214050132781,"0"
0.637473172973841,0.223009648732841,"1"
0.595645704772323,0.231039862846956,"0"
0.470711866160855,0.384089712053537,"1"
0.622564215445891,0.350160883972421,"0"
0.847267228411511,0.152006091782823,"1"
0.315760734723881,0.0839265370741487,"0"
0.380192347802222,0.271719507873058,"1"
0.485830691410229,0.33251287532039,"0"
0.638680293923244,0.360731469001621,"1"
0.693301733816043,0.106137066613883,"0"
0.38338497444056,0.372939960565418,"1"
0.571301292395219,0.27915208064951,"0"
0.656309868441895,0.276679604547098,"1"
0.647954479791224,0.205889564240351,"0"
0.633386386558414,0.101338342996314,"1"
0.729924290673807,0.0925172145944089,"0"
0.405887261265889,0.0895916072186083,"1"
0.254804819589481,0.105743907857686,"0"
0.630426698597148,0.181407746858895,"1"
0.381261312402785,0.0689635686576366,"0"
0.550093541620299,0.388145574368536,"1"
0.71411866042763,0.0532697886228561,"0"
0.341899043647572,0.131592667195946,"1"
0.484477174934,0.479813256068155,"0"
0.765556037891656,0.134402100462466,"1"
0.589809424011037,0.0580819444730878,"0"
0.679978991625831,0.163126980653033,"1"
0.484629803337157,0.377375363139436,"0"
0.304870776366442,0.103774776915088,"1"
0.569399722851813,0.0251426531467587,"0"
0.258479439653456,0.200408484786749,"1"
0.545786067144945,0.424081027042121,"0"
0.203014956554398,0.106032347306609,"1"
0.384381210664287,0.143403545720503,"0"
0.791983307804912,0.174201040761545,"1"
0.229062540456653,0.204385857563466,"0"
0.453104636166245,0.231794045539573,"1"
0.731831737793982,0.239403003361076,"0"
0.637509632157162,0.348144430899993,"1"
0.547498035244644,0.145028614671901,"0"
0.471717961831018,0.370799458120018,"1"
0.231810734141618,0.0966246924363077,"0"
0.431702583795413,0.271713955327868,"1"
0.677022127201781,0.0723116940353066,"0"
0.389388816431165,0.305603254353628,"1"
0.54416585713625,0.048265386139974,"0"
0.657843875698745,0.211082077817991,"1"
0.675761407008395,0.113254168536514,"0"
0.778986111283302,0.0930384395178407,"1"
0.449878881452605,0.0864377634134144,"0"
